id,text,label
d59f6e39543a284fa3f1,fotoğraf için uygun değil. kenarlıksız yazdırma özelliği olmadığı gibi bıraktığı kenar boşlukları simetrik değil. makasla düzeltmeniz gerekiyor. baskı kaliteside çok tatmin edici düzeyde değil. fotoğraf amaçlı kullanılmayacaksa alınabilir kutu içeriğindeki 2 kartuşa ilave siyah kartuş hediyesiyle cihaz bedavaya geliyor.,negative
2a13bdf0279e989b2481,ürün siparişimden sonra ertesi gün elime ulaştı ürün güzel ancak iç tarafındaki kenarlara cila atılması gerekiyor. fiyatına göre bence ideal bir ürün.,negative
1f74e225dc41ee981af2,"daha önce kullandim..ama kokusu çok i̇yi̇ deği̇l.traş kolonyasi kokusu var.ama bu tür kokuyu beğenenlere tavsi̇ye ederi̇m..ama fi̇yat olarak uygun.sürekli̇ taki̇p ederseni̇z,arada fi̇yati düşüyor.fi̇yati düşünce alin deri̇m.",negative
7edc1712ba651c085190,hepsiburadaya teşekkür ederim ürünü aldım geri iade ettim çünkü ürünü beğenmedim...bana kalırsa bu ürünü önermem ama hepsi buradadan gözünüz kapalı alışveriş yapın derim.,negative
dbdafeaa67875aa11428,fotograftaki rengi (gri) gelecek diye tercih etmiştim fakat turuncu geldi.ama gayet sağlam görünüyor.,positive
3a4818a68bb366292ba2,kullanışsız bi ürün.....,negative
983cf88f1be99545e6ac,çok iyi sonuç veriyor. dişçide diş taşı temizliği nasıl yapılıyorsa benzer mantıkta diş lekelerini sürtme etkisiyle dişten temizliyor.,positive
19123677f607d3b93aaa,çok sesli çalışıyor ayrıca dişi fırçalarken diş kökünü kırarcasına titretiyor ben aldım bir yada iki kere kullandım birdaha kullanmaya cesaret edemiyorum çünkü dişlerim dökülecek zannediyorum,negative
a1b6339d6e33b313bf06,çalışmalarınızda kolaylıklar diliyorum,positive
deaa80655f71afa93d45,ufak tefek bir iki özellik ekleyip fahiş fiyata satıyorlar. en ucuz telefonlarda bile bulunan fm radyo yok. o yüzden boykot ediyorum almadım almıyorum almayacağım.,negative
95c6f282ad5fcfbac932,tek sorunu ayarladığın zaman dilimi ertesi günde devam etmesi ayarlayıp zamanında kapatmasan aynı saatte calışması ben bunu tarla sulamasında kullanıyorum kapatmassan aynı gün yine calışıyor saatinde,negative
c85e6c670d80bcf9c8ad,bu dolabı kurmak için mucit gibi bişey olmalısınız.yolladıkları kurulum kağıdındaki bilgileri çözebilmeniz çok zor adeta zeka oyunu gibi.almayın demiyorum ama alın da diyemiyorum. kurarken kırmayana helal olsun.en az iki kişi ve 4 saati göze alan ve ben sinirlenip kırmam diyen kırılırsa da bi daha alabilirim diyenler alsın. ben sağlam kurdum ama kurana kadar kafayı yedim. kurduğum ve kullandığım halde şunu diyebiliyorum ki bugün dolap lazım olsa bunu almam.iyi alışverişler,negative
d9ea66826402c121e158,"bugün itibariyle elimize geçti ve gerçekten mükemmel bir çekiş gücü var, 2 şekilde kullanılabildiği için tercih ettim. sesi dışında herşey mükemmel.",positive
0b98da09a36e5c561fc9,gerçekten bu zamana kadar neden almamışım kendime hayret ediyorum.,positive
5c7c06d91e1de0b5358f,"kızlar,şimdi elime geçti maşa,saçlarım sarı ve uçları çok yıpranık,olmasına rağmen maşayı çok seviyorum ilk kez bu kadar güzelini denedim....çok güzel ben 25 liğini aldım bence çok ideal .kutuyu açar açmaz prize taktım ve 5 e getirdim çok kalın bir tutam almama karşılık süper bir sonuç aldım....herkese tavsiye ediyorum fiyatıda süper...teşekkürler hepsi burada....",positive
f2d6d24137786386f658,harika bir şampuan verdiğiniz paranın hakkını fazlasıyla veriyor 3 gün önce yıkadım aracı ve 3 gündür yağmur yağıyor araç kuruyunca yine aynı parlaklık garanti özellikle siyah aracı olanlar hiç düşünmeden alabilir,positive
3fb15193cfcd708c9bb2,memnun olduğumu söyleyemem.,negative
ce5c7bcda26731886816,ürün inanılmaz küçük ve ayakta durmuyor almayın tavsiye etmem,negative
b2dbe88a9443c25b9f61,sipariş verdikten 2 gün sonra ürünü teslim aldım. bu fiyata iyi bir ürün ama kokusu rahatsız edici. özellikle yüz üstü yapılan egzersizlerde dayanılmaz hale geliyor.,negative
3c0258c62fddd3efab39,"ürün güzel, çok büyük de değil küçük de değil fakat biraz dik. çocuklar severek oynuyor, sağlamlığı ve güvenliği de güzel.",positive
0209d08be43e7c8364c6,"ürün resimlerde görüldüğünün aksine çok ince, bir zar gibi. tamamen hayal kırıklığı yaşattı",negative
1ab34f0ecb651ec0aa67,"ayrıca asla aracınızı normal deterjanla yıkamayın, hem korumayı hemde verniği bozmaya başlarsınız, araba asla bulaşık deterjanıyla yıkanmaaz, bunu unutmayın.",negative
e599800eec718a18c1e8,"kardeşime okul hediyesi olarak aldım, 2 günde elime ankaraya ulaştı. zaten conversein ne kadar kullanışlı ve rahat olduğunu anlatmama gerek yok. fiyatı çok uygun.",positive
329171ee13edc1108c9d,"arkdaşlar, müşteri hizmetleri ile de görüştüm, tv de flash player desteği yok. film izleme sitelerindeki hiç bir videoyu oynatamıyorsunuz. kendiniz uygulama yükleyemiyorsunuz, mevcut uygulamalalarla! yetinmek zorundasınız. şimdilik youtube videolarını oynatıyor. onun da geleceği muallak. kablosuz bağlantı yok, kabloyla interneti bağlayacaksınız.",negative
694a37566232cd063427,cok guzel bır tasarım. hem gorunus acısından cok guzel hem de cok kullanıslı. dekorasyon olarakta iyi bir seçim. tavsiye ederım.,positive
863cdb55aafd01c36fe1,urun kesinlikle asiri ses cikariyor  filtreyi her defasinda yikayip kurutmama ragmen koku yapiyor emis gunu iyi degil,negative
825daf04ac2197bb2582,orjinal diye aldım ama pek koku kalıcı degil o yüzden tam memnun değilim,negative
3044846f6c9aff89eab7,ben aldım ürün mükemmel ve ucuzda kırıkkale piyasasına göre tavsiye ederim.,positive
7bb1d52723ba08503e70,2 haftalık ürün esneme yaptı. tamam ince güzel fakat malzeme kalitesi beklentinin altında .,negative
37da5b1e39490e0dcbf6,üründen 5 adet aldım bu güne kadar. kullanımı gayet kolay.özellikle uzak mesafe yolculuklarında ve taşınma işleminde yerden büyük tasarruf sağlıyor.tekrar tekrar kullanma imkanı var.,positive
482912abfb2a5b91d560,oncelikle hb.com a hizli gonderim icin tesekkur ederim.  inoks davlumbaz icin aldik ilk kullanimdan itibaren memnun kaldik. hem iz birakmiyor hemde parlaklik sagliyor. bir onemli nokta urun oldukca buyuk tam evladiyelik uzun yillar kullanilir.,positive
d5a4a61cdae75ef78aaf,yıkama çok yavaş. sıkmadaki seste rahatsız edici temizleme yönünden de istediğim verimi alamadım.,negative
7beba3c40f482ed678ca,önceli̇kle si̇teye teşekür ederi̇m.3 gün i̇çeri̇si̇nde eli̇me ulaşti.eve hobi̇ olarak aldim kendi̇ i̇şleri̇mde kullanmak i̇çi̇n çok güzel darbe gücü 3.2 julyen alacak olan arkadaşlara tavsi̇ye ederi̇m.bu markaya güveni̇n.,positive
ec971def62004f40ade3,ürünü geçen hafta aldım başlığı çok kuvvetli dönüyor çok memnun kaldım .tavsiye ederim çok kullanışlı.,positive
732a37f837d4c2c81a2b,yinede +5 +10 tl' ye daha iyisi alınabilir.,positive
b8094e72a04fe382367d,süper  bez çok memnunum iyiki varsın  tşk,positive
990d18a02177856084eb,"iki aylık kızıma dogdugundan beri kullanıyoruz, konak oluşmadı, göz yakmiyor. kızıma da banyonun keyfini sürmek kalıyor",positive
3dd93ec3f18b3dfa9e5a,telefon güzel.bence gereksiz çok fazla asus programı ya da uygulaması var.tabi bu siteyle satıcıyla alakası yok.,positive
a1a129345a1a37473827,dect özelliği yok artık dect özelliğini neden eklemiyorlar anlamıyorum ve renkleri tutmamış diğer takımların renkleri daha ii mazleme kaliteside vasatın altında tafsiye etmem,negative
94f3849c7f15d2084b0c,fiyatı ve ürün güzel.,positive
334d356b9f9790e07d20,aracım toyota hiç kullanışlı değil boşuna almayın,negative
46b7396171c3eefa70b1,"bu fiyata göre değil de bu fiyat sıfır telefona göre, çok iyi değil iyi de değil  fena değil denilebilir.",negative
9a7901eef3e04319784c,"sipariş verdim tedarikçi firmadan bekleniyor yazıyor, nette filan bir açıklaması da yok, denemek için aldım gopro ile birlikte kullanacağım yani gopronun yardakçısı olacak inşallah sağlam cihazdır. elime geçtiğinde yorumlarımı yazacağım. i̇yi alışverişler",negative
c687238374f19036cf40,yani fiyata göre tamam diyebilirsiniz ama. ben kenara attım kullanamıyorum. çekiş gücü çok düşük makesef,negative
d52f5151e9a3e843468f,kokusu çok güzel olmasına rağmen  maalesef hiç kalıcı değil.,negative
f2c2a7e0a686b000f433,çilek kokusu çok kötü olmuş.,negative
7e9e8fed744c9b7af9a0,zülfü livaneliden harika bir kitap. kitap öyküsüyle sizi içine çekiyor. ilk başta ön yargıyla yaklaşmıştım. sonra kahramanlar ve aşkı içine çekti. gerçekten çok güzel. tavsiye ederim,positive
9121c216ea20d4d1b493,kağıt kalitesi desen renk kalitesi süper. mükemmel ötesi. fırsatım olsa fotoğrafını atacağım. uygulaması çok kolay aman gölgelerin aşağı gelmesine de dikkat edin. bi 3 metre kağıdı israf ettik o yüzden ama cuk. fiyat performans yönü 5 üzerinde 55 yıldız...,positive
0385b0b64f3e06c37ee1,tesekkürler işe yarar,positive
307f1f03d5fab8ae5208,ürüne göre kapı yaptırmanız gerekebilir.onun   dışında şınav ve mekik sehpası olarak kullanılır.barfiks  dedğim gibi  kapı  kasası uymayabilir,negative
edf085871e529bf4f8c9,diğer bildiğimiz markalar gibi iyi değil parasına göre idare eder.. elektriğin fazına göre titreşim yapıyor,negative
79d3dca21f9e276254c2,"bu fiyata casio kalitesi, harika bir saat gayet şık ve kaliteli",positive
9e50f2ea274ed9ec8982,oldum olası ağır parfümleri sevmem.bu parfüm de öyle.eşim hediye etti.büyük beklentiyle sıktığım ilk an puanını verdim.ağır parfümleri sevmeyenler almasın .,negative
9cb311da9164782abf0a,paketi̇ sökünce yanliş olduğunu anlayabi̇ldi̇m.,negative
14f01298d7e30cb608ad,"bir miktar sıcak tuttuğu doğrudur,ancak 3.güne kalmadan pamuklanmaya başladı,2 defa yıkandıktan sonra giyilebilmesi mümkün değil...uzak durun",negative
b2bcd0df4bec36a69ece,alakası yok sıradan bir eldiven kalite sıfır aldığıma pişman oldum,negative
6ed5c3df33e9cf972c5e,"başka ürün sipariş verirken, bir de yedek şarj aleti alayım diye fazla incelemeden sepete dahil ettiğim bir üründü. sitedeki en orijinal görünen ürün de bu olduğu için tercih etmiştim. açıklamasında c ve a tipi usb şeklinde açıklama verilmiş, iki taraflı kullanılabilen diye ancak; note 5 e uymadı. dikkatli incelemek gerek ve herkesin anlayacağı terimler değil bunlar. o sebeple alırken açıklamasına dikkat edin. ama ürün kesinlikle orijinal.",negative
da014f8af0c590bbcae3,sinbo ürünlerinde almam artık.,negative
e554c3d4fdddd142fc22,"2 haftadır kullanıyoruz. makine güzel , sessiz, ihtiyaçları karşılıyor. yüksrltilebikşr raf var, iki katta da katlanabilir teller var bulaşık yerleştirmesi kolay. kullanımı çok kolay. led ekranda yıkarken kalan zamanı gösteriyor isterseniz 19 saate kadar ertelemeli yıkama yapabiliyorsunuz. gerisi programı seç ve başlat.",positive
31ac009c741eb03d98d2,"beklentilerimi karşılayan, fiyatına göre gayet güzel bir makine.",positive
724fc1798b2cd6a2e8de,"ürünü, fiyatı uygun olduğu için tercih etmiştim fakat yanılmışım. çünkü hiç bu telefona yakışan bir ürün değil. öncelikle ekran tarafı baya kötü. kenarları yapışıyor gibi görünse de eğer bir kılıf kullanıyorsanız kılıfı çıkarıp takmasanız bile kalkma yapıyor. 2 hafta bile dayanmadı. ekran kayganlığını bir hayli düşürüyor. ama arka kapak için alıp kullanabilirsiniz. şu ana kadar arka kapak filminde bir problem yaşamadım.",negative
192bd1a6531b5c250e1e,hepsiburada.com da ilk defa kargo gecikmesi yaşadım ama olsun sağlam site ürüne gelince fiyatına göre kalitesi iyi ısı kontrolü dengeli ses oranı orta seviyede çok gürültülü değil tavsiye ederim.,positive
73f05aae024f8a1978f3,casper piyasada ki en kötü elektronik cihazlarına sahip.,negative
436136c0142333b3d22a,2 kademe vücüt ısısı gibi banyo yapılmaz ancak 3 te çok sıcak...tavsiye etmem...,negative
afc799016ee3d5a4a5a2,"saçlarda iyon teknolojisine bağlı fazladan herhangi bir parlaklık görünmüyor. diğer makinalara göre daha hızlı da kurutmuyor. artı kurutma gücüne göre çok ağır ve büyük bir makina, elde tutması zor...o görüntüden daha güçlü bir üfleme beklersiniz ama yok. çok da memnun kalmadım. herhangi bir saç kurutma makinasından hiç bir farkı yok malesef.",negative
077add6920e30e98d145,"kokusu güzel ama kalıcılık sıfır,normalde 2-3 kere bastığım parfümden kendin bile rahatsız olurken bununla 5-6 defa sıkıyorum ve öğlene kadar ancak kalıyo akşama tamamen uçup gidiyor,ben tavsiye etmem sırf ismi var diye aldım ama pişman oldum bidaha asla almam,,,",negative
818d6ef094ca111762e1,ürün görselinden çok ama çok küçük ebatlarina hic dikkat etmeden almışım alacak olan arkadaşlar ebatlara bakin görsele aldanmayin uzunlugu bir karış bile degil bilginize,negative
f2509bff4e82dce1a60c,piyasa fiyatına ayağınıza gelsin avantajlı,negative
631a28fe0d390ce62b5e,saat dün elime ulaştı saatin kendisi süper ama kordon çok sert benim tavsiyem aynı saatin çelik kordonlusunu almanız.,positive
dd5c921283b6eeb24c1f,ford escort aracimda kullandim gercketen super tavsiye ederim,positive
59d2d074586f7a7f35a9,keısnlıkle tavsıyee dıyorum cok cok ıyı,positive
da3600d5af32d54fb9a2,alalı 4-5 ay oluyor hiç sorunla karşılaşmadım iyi ve kaliteli bir ürün tavsiye ederim.,positive
c6a9e0b7bdea5c1610a6,8 gb modeli aktarım olarak çok yavaş geldi bana. almayı düşündüm fakat 16gb modelinde de aynı aktarım hızı olması ve yavaşlığı tedirgin etti...,negative
35576219a6ec45e08f44,"kesinlikle çok uzun ömürlü bir pil, zaten duracell kalitesi tartışılmaz fiyatta piyasaya göre çok uygun stok bile yapabilirsiniz, süpersin site",positive
ebdb79e853014c364b0d,dolap cok hos goruniyor. magzemeleri iyi. fakat montaj icin acilan delikler montaja tam uyumlu degil. kapilarin tamami monte edilemiyor.,negative
c8229ffbc926ba3e5b16,ürün beklediğimden büyük ve kullanışlı. bir buçuk yaşındaki oğlum ilk kullanışta alıştı. artık etrafa kum dağılmıyor. kesinlikle tavsiye ederim,positive
945d65fedaca14142d0b,performans süper. ürün ev için değil ustalar için kesinlikle. fiyat piyasaya göre çok süper. şiddetle tavsiye ederim. yalniz tek sorun elime geç ulasmasi. bu da ürünle ilgili bi sorun değil zaten :d,negative
6722f7660808c927ba91,"makinemiz bulaşıklarımızı artık temiz yıkamamaya, yıkama bittikten sonra tuhaf bir koku yapmaya başlamıştı. bu ürünü aldık, önce limonlusunu kullandık. şimdi o koku gitti. yıkamadan sonra makineyi açınca tertemiz limon kokusu geliyor. bulaşıklarımız da eskisi gibi tertemiz yıkanıyor. tavsiye ederim...",positive
dbb2668cccb789fb02db,ben bu ürünü araba malzemeleri alırken öylesine almışdım.ama sonuç harika ...arabayaı yıkamak hem artık çok keyifli hemde arabanın çizilmeden yıkandığını bilmek çok hoşşş...herkese tavsiye ederim...,positive
dc76317ad1293f009495,"ürün hem kalite,hemde kargo ile ulaşım da gayet iyi teşekkürler.mama yeme aparatı sökülür takılır olabilirdi.ama bu şekilde de iyi fena değil.i̇htiyacı olanlara tavsiye ederim.",positive
078b412de795fc388cfd,"bebekler bi farkına varsın sadece, gerisini söylemeye gerek yok. bantları 3m felan ama bebekler bile çekip çıkarıyor.",negative
0863996f0ddf1b85b189,bu fiyata bu ürün çok iyi elime ulaştı montaj yaptım harika,positive
caa76e809d5d591314a6,ürün 2 günde elime ulaştı. kurulumu gayet kolay. 1 parçası köşeden kırık geldi fakat hemen yenisini kargoyla ücretsiz olarak tarafıma ulaştırdılar.bu fiyata alınabilecek en güzel banyo dolabı. i̇lgi ve alakanız için ayrıca teşekkür ederim. herkese tavsiyemdir.,positive
cac70824ccc59b39dc04,ürün görünüşü ve apartları ile harika gözüküyor hızı da süper aldığınız da16 saat şarj edin gücünü ancak öyle anlayabilirsiniz  daha sonraları hep sarjdakalabilir tek olumsuzluğu düğmeye sürekli basılıtutmak.teşekkürler site senden çok memnunuz,positive
0d464c329abb7f6410e2,üstten ısıtma kadar yanlış başka bir şey yoktur. ne pişirirseniz pişirin kurutur. etin tüm lezzetli sıvısını siz üstten pişirirken alttan boşaltır ve tatsız kupkuru kalır.,negative
43e45164f6880f8c1aae,kokunun kalitesine hayranim..yillardir nihayet bana hitap ettigini dusundugum kokuyu buldum..fiyati da duty free ve yurtdisindan cok daha uygun..tavsiye edilir..,positive
e0fbd9f5b1d6fe61c6e0,buhar kazanı olmayan utulere gore çok iyi performansı var tabanına bayıldım kumaş üzerinde kayıp gidiyor. yalnız çok ses çıkartıyo sorun o.,positive
a423ff6899b977580ea5,alarmlı saat olarak alınabilir. ses kalitesi çok kötü ve az çıkıyor,negative
b08996b10c746e9efffc,ilk canlı gözle foto arasında biraz fark var fotolar her zman estetik çekildikleri için gözünüze farklı gelebilir,negative
d96b2794aec6ba4e855b,ben beğenmedim alacak arkadaşlara hayırlı olsun simdiden.,negative
91a81ca78447e23201f3,bence harika bir ürün eğer buna benzer bir şey alınacaksa mutlaka bu ürünü alın zarif ve beyaz çok şık ????,positive
d32496840d01f3da29f7,"ürünü 4-5 ayı geçen bir süredir kullanıyorum, eski yatağıma göre çok iyi, ama almayın, üzerinde çarşaf durmuyor, orta kısma toplanıyor çarşaf, üzerindeki dikişlerin hepsi attı neredeyse, kendi yüzeyi aşırı kaygan olduğu içinde çarşaf durmuyor, ayrıca inanılmaz derecede tüylenme oldu topak topak çarşafın altında elinize geliyor, yatağın neresi visko onu anlamak mümkün değil, ben anlamadım kafama göre çevirip çevirip yatıyorum valla, düz sünger yatak bile olabilir bu yatak visco olduğundan şüpheliyim, çok terletiyor, çok yumuşak olduğu için yatakta dönmekte zor :) almayın kardeşim gidin yatıp deneyin, ondan sonra alın.",negative
bd310d66fbab73e1523e,yani bir çok insana yeter de artar bile...,negative
b7d22563e8b81150d020,eski 18 ve 23 w olan tasarruf ampulünden daha parlak ve renk olarak daha rahatlatıcı  olduğunu görünce çok şaşırdım. eski tasarruf ampulü (philips-osram) lumen olarak daha fazlaydı oysaki. çok uzattım biliyorum ama annemlerede sipariş geçiyorum şimdi.  süper ürün. teşekkürler hb,positive
ee9c389e4c490458e5ca,kesinlikle vazgeçilemeyecek  bir parfüm.apartmandan çıkarken komşularım mutlaka ismini alırlar. özelliklede  bir erkeği etkilemek için birebir . yeni tanıştıysanız ve sizi düşünmesini istiyorsanız  eliniz ve bileğinizede sürmeyi unutmayın el  sıkıştığınızda parfüm kokusu ona geçecektir ve sizi düşünmekten kendisini  alıkoyamayacaktır. şiddetle tavsiye ederim .,positive
2c2f29869df6ccb0e337,yıllar önce birkaç fırın eskittik. en son aldığımızın ise 3-4 yıl oldu. geçenlerde cam bölümü nedensiz patladı.,positive
25fb87dd7055e894b6c2,uzun süreli kullanım sonrası laşkalaşıyor ve duvarınızın boyası kalkıyor. sünger kalitesi düşük. oynama yapıyor ve süngerleri eski yerlerine zor getiriyorsunuz. onun dışında iyi bir ürün.,negative
a5d14bb49a2ae3c73fa4,ürünü indirime girdiğinde aldım elime hızlıca ulaştı.kağıdın kalitesi iyi.indirimli olupta ince olan kağıtlar gibi değil.kalitesi yüksek ve kağıt tam anlamıyla beyaz.tereddüt etmenize gerek yok.bu fiyatta almalısınız derim,positive
d3a223844cf44c3c742c,kullanım olarak ilk izlenimlerimiz çok iyi samsung servisininde kurulumda dediği en çok satan makinemiz bu şuanda ilerleyen zamanalrda yine yorum yaparım kullandıkça.,positive
1d2ee957c5c4ca2b7e8b,ürün tam i̇stedi̇ği̇mi̇z gi̇bi̇... ai̇lece memnun kaldik.,positive
a68da39f079cbace0b95,böyle şeyler almayın ben aldım ve elektiriğin boyuna gidip geldiği ülkemizde alam çalacak ta kalkacam unutun devamlı saati ayarlamak zorunda klmak ayrı dert..........,negative
10902607a61ff130669f,kargo sırasında tek tek geri dönüş yaptı firma. çok ilgililer. hediyeleri de çok şık. çok çok kaliteli. umarım dayanıklıdır da. teşekkürler purupa,positive
cdaca868a8047f15acb9,bence çok güzel bir ürün tanıdıklarım aldı bende alacağım ve kullanışlı 40 kilo veren arkadaşım oldu bende kullanacağım ayrıca fiyat olarak uygun bence,positive
5be73a43246606c523af,"ürün barfiks çekmek için ideal, el bileklerinde sorun olanlar için mükemmel bir şınav çekme aletine dönüşüyor. tek eksisi barfiks için kasalı bir kapıya ihtiyacınız var.",positive
62461deb2d5a0f667b2b,"kesinlikle tavsiye etmiyorum. ürün kurulumu çok basit fakat paranızı çöpe atacağınız bir ürün. arkaya yaslandığınız zaman ön ayakları havaya kalkıyor, kol destekleri sağlam değil, ve çok fazla gıcırtı sesi çıkartıyor",negative
d1b5a6c963a9822e4e23,baston arabaları çok inceledim kullanışlı az yer kaplaması taşıma askısı olması ve kapanırken tekerlekleri otomatik kilitleniyor.,positive
8d73622de98f01ee8440,kesinlikle tavsiye etmiyorum kapının altına bez sıkıştırsam bundan iyi olurdu. bilsem almazdım,negative
993a3eb0c5c6833231f1,"harika bir ürün.hem görsel hem kullanım açısından çok sevimli.kızımla girip rahatça oynuyoruz.çatısı yüksek ferah...kurulumu kolay...plastiği kaliteli...koku,eğilme,aşınma vs. yok.özellikle hepsiburada.com ve tedarikçi firmaya satış ve satış sonrası ilgilerinden dolayı çok teşekkür ederi̇m.",positive
6a74a9f563951e5090c3,adama ütüyü sevdirir. gerçekten güzel ve kaliteli. fonksiyonlu ihtiyacınız  varsa kaçırmayın derim . indirimden aldım memnunum tavsiye ederim. sadece markası değil hakkını vermek lazım,positive
2cab3351bd5a84964b27,ürünü bir haftadır kullanıyorum çok memnunum otomatik kapanması üzerine cıkınca otomatik açılması çok güzel doğruda tartıyor karşılaştırma yaptım bikaç tartıyla güvenle alabilirsiniz,positive
3073894cefd04fe6af77,ürün elime ulaştı bir süredir kullanıyorum. almayı düşünen arkadaşlar için artıları eksileri belirtmek istedim.,negative
318115d6fdc26ea45609,windows 10da desteklemez diye korkuyordum ama windows 10da da gayet güzel çalışıyor,negative
4e61c6e13869eb57ac18,beklediyimden daha küçük geldi,negative
9c4ee5b188ff88441c39,26 sında sipariş verdim 27 sinde geldi ancak daha öncede yaşadığım bir kaç marka üründe olduğu gibi bu üründe hiç bir işe yaramadı ve kullanmadan param çöpe gitti. tavsiye etmiyorum.sakın....,negative
